,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,ITC.NS,KOTAKBANK.NS
2020-03-13,3127.081263504557,1516.1517549472317,1853.190049496297,2326.030094833525,1217.5466853222151,2799.270159503732,2139.7148691535513,1431.2522066504046
2020-03-16,3079.9396583358566,1522.0831204152546,1839.42020192366,2321.589360701367,1220.7766042019912,2799.478297260268,2119.4051861763132,1445.7594350697395
2020-03-17,3083.7864331522687,1528.976334346656,1860.2057270852529,2337.377930524277,1209.1709730964287,2828.168953866459,2098.8143782482402,1471.5626489315205
2020-03-18,3033.4841238337767,1553.225684174583,1809.6990705799687,2346.2482602654304,1219.6305565992382,2812.9442406972266,2149.530549962064,1440.3298410198397
2020-03-19,3033.566808989475,1542.606302079725,1736.993202211148,2388.3101616964964,1214.8831905137265,2782.8043295141597,2090.1591882122116,1450.9943434115937
2020-03-20,3041.146576592044,1544.820149829926,1749.5785905587093,2379.6661226502524,1226.4073719945272,2739.3158024486,2139.502346722557,1460.383806134908
2020-03-23,3024.849194712819,1530.372782230591,1765.199391521845,2372.599540376912,1214.2048480434416,2801.9413257679907,2129.1290470971635,1453.1673479357316
2020-03-24,3126.56487533321,1491.8572742794672,1790.9483316903352,2424.890425236617,1212.97644120071,2817.24192125,2064.247284652041,1430.8774179252634
2020-03-25,3073.3230601853656,1474.7188096320765,1805.8992939795887,2441.8897279433945,1172.8421867457234,2825.7613316119805,2025.06160798788,1448.8370202551764
2020-03-26,3064.075406011652,1488.925956327131,1770.3078598269888,2462.381211148762,1166.6346284281656,2853.087613560174,2012.2742650131986,1437.5698398397988
2020-03-27,3018.661551400579,1505.7537246981865,1794.656722920362,2461.35586814764,1161.5432065560676,2818.006551142858,1966.1055436745587,1456.92862612648
2020-03-30,3019.966200666431,1528.922205368695,1796.2142379543832,2450.784804794225,1182.047176724665,2774.5136420901335,1940.5767197604969,1459.629486893396
2020-03-31,2975.6838097143404,1531.6217101701898,1732.3507737204463,2471.7921853575726,1170.6731261512955,2771.254808016023,1864.9296483798687,1421.5855660443108
2020-04-01,2986.298898149888,1509.5444660519454,1693.522200405664,2501.771621650256,1156.494556175814,2794.898695871564,1882.034466663376,1432.5988974689865
2020-04-02,2985.3052878644976,1460.782344693475,1640.4759698214043,2475.6117497968407,1157.8369119444187,2810.3340423487593,1876.0988027729823,1447.0115353703407
2020-04-03,3051.162614520136,1440.434599587421,1672.3433468639869,2516.97688617819,1177.0933664577296,2784.485485419515,1896.0406632800934,1434.8051095734513
2020-04-06,3112.78703301255,1407.6863926676604,1678.791179713619,2517.158720572074,1184.7577282263958,2789.497405568188,1916.3613586525755,1398.6795130392902
2020-04-07,3162.424182370617,1401.450171831685,1694.62634535366,2487.7774838598216,1162.192454135825,2794.138486296239,1886.7037800281043,1384.6928315462935
2020-04-08,3171.0576528510232,1409.130249508782,1681.9148733717857,2440.4902276342827,1163.619541530658,2817.1925713163496,1877.9901657268522,1396.3337927975006
2020-04-09,3177.191278948375,1413.4248408229962,1707.3060800941817,2394.5893503928537,1180.9418491240626,2859.3532970831443,1934.8961182496216,1419.3017089528948
2020-04-10,3181.105621120667,1411.3675557340473,1694.6691835787035,2407.785782119812,1188.4501130911965,2890.4232426699637,1959.92223899666,1403.464361286521
2020-04-13,3131.349516546515,1444.6048238760036,1693.5395959285652,2388.3887023832845,1210.6610071885375,2829.027581430994,1956.1926340068023,1388.4963935935814
2020-04-14,3170.151606631752,1454.4107161554978,1657.7715410754313,2431.644941401641,1216.4910549749482,2837.5804763855513,1933.3693934529722,1369.8822725364357
2020-04-15,3238.547634271677,1436.274843111483,1670.6280126416964,2474.8727524918327,1212.405290645729,2721.6342842941995,1926.9336200193948,1353.756339061428
2020-04-16,3257.128609380577,1412.7175929489267,1692.1498515897115,2451.7378778711527,1223.6301248081463,2738.6609471426004,1929.9503941911066,1380.5292795896985
2020-04-17,3190.156414856531,1377.5565400253006,1711.525194669953,2420.3821950526763,1217.435211856185,2804.5101496187185,1930.9924488727706,1395.2953439643902
2020-04-20,3177.38340109955,1403.6730714131725,1739.5719767065248,2366.651717236882,1201.4091406527634,2812.47626751952,1901.6668444451648,1411.5766722114038
2020-04-21,3140.369150846707,1397.659674903672,1758.5936564204303,2406.9725095162185,1205.77856292638,2785.9069963282295,1877.2546598994034,1434.4623427349027
2020-04-22,3127.7994440996767,1372.0320842403855,1753.6582331838138,2455.0433395550467,1192.849978923336,2867.67570493711,1885.6211066637247,1448.6191032878555
2020-04-23,3131.0271201906207,1388.690266995025,1754.476453355093,2463.591319691964,1190.2382086928542,2866.4840611243562,1943.1713777153973,1420.6144346032147
2020-04-24,3186.466181849327,1404.495457137197,1757.0858343763043,2418.7700181247264,1210.7530553531426,2893.922861415154,1988.4054518647647,1405.044044356428
2020-04-27,3109.5993322024974,1409.321035836557,1754.2378208832306,2448.6208179475184,1171.6597166534275,2875.637606000832,1983.4997250861613,1425.0871255857815
2020-04-28,3058.747295113823,1389.4625227972158,1811.167858817489,2412.1031053120428,1168.6147931146068,2835.6351517916382,1994.1829127569404,1451.1292807103423
2020-04-29,3010.306908593576,1377.4123692275482,1793.6362034436308,2388.1984108125216,1161.4653656030464,2797.6572034719716,2020.6229209566234,1451.2765658791404
2020-04-30,2965.338737927168,1405.7388223126477,1773.384514577221,2408.5731508490035,1134.0979327950745,2778.224767094337,2060.7998712634267,1451.2328954035665
2020-05-01,2963.8956331943787,1405.998310634482,1784.836878731871,2438.729326978412,1152.510627890529,2768.7168202132357,2078.9706517488803,1471.1866174339084
2020-05-04,2991.282874346667,1406.0923394116105,1810.62973442388,2382.388507124052,1126.8868260659497,2700.425561658535,2106.818890966891,1475.2658759917736
2020-05-05,2989.0822819472824,1399.0059646534662,1781.4974040467057,2383.097772399605,1145.8423678740792,2758.9942612004747,2078.066301033906,1469.8871959533153
2020-05-06,2954.260498826735,1401.7435598969998,1809.0187428628703,2351.7851592239367,1136.0217191309332,2701.8165521677824,2113.3622258454816,1443.4644705166816
2020-05-07,2978.158458448024,1374.0112947198973,1806.641814415441,2330.40178518135,1163.794889828985,2648.0413828812034,2104.5201304653397,1445.4150999461294
2020-05-08,3046.494672339985,1373.6519230856618,1816.361867534497,2371.9723135313607,1143.633771362617,2684.189204829969,2133.433193009601,1449.0712303551816
2020-05-11,3030.727481198939,1390.0594388657132,1800.7041954296908,2408.0525759221955,1120.6009466082537,2682.0196223187577,2168.7631400223086,1439.8097939959057
2020-05-12,3077.2228110874253,1386.8503023970702,1811.7960213713627,2429.298937397965,1099.6644387601173,2639.6931678407877,2134.568305345216,1475.0766584179914
2020-05-13,3092.634751762557,1439.7852210893311,1792.25121070595,2489.486834037625,1091.341053456606,2613.174817653704,2120.7801093210815,1494.2275665250297
2020-05-14,3125.9777951373926,1429.364690988741,1831.8862032092009,2562.6016608994523,1094.597731614352,2677.3497861017477,2095.8554077497915,1461.0703604033401
2020-05-15,3197.404634094472,1440.0911598275973,1815.8838973135669,2582.245746546768,1098.365393610182,2726.0279371333713,2106.020700965876,1497.2457933821843
2020-05-18,3212.506777171217,1429.79589142739,1826.6369994532056,2586.686401312794,1138.3520061122283,2713.8032168624704,2123.875647013606,1484.8376182322547
2020-05-19,3205.6331798255696,1441.5240295410986,1820.3760698805904,2589.350744367899,1132.0430071076944,2655.4655501491266,2127.5593728474155,1476.9935002309448
2020-05-20,3193.2775502359323,1426.5324203218142,1887.1984088546308,2565.9507310375325,1146.540355786484,2720.2473046581695,2159.7426933948827,1469.0482447469942
2020-05-21,3256.657147287096,1431.606837242938,1910.8613660446929,2572.4230618142687,1160.493894316936,2735.520671161363,2219.324350143291,1457.2965380065687
2020-05-22,3188.589914755203,1425.0460980294008,1882.154895022797,2581.9236629204484,1137.0530398906074,2726.974777144316,2222.884670744498,1472.5946066473396
2020-05-25,3185.4981905569666,1449.074193102512,1874.918018636966,2559.917663316298,1165.791011208323,2756.4594420528074,2202.050455583078,1492.2054004248682
2020-05-26,3214.9146653772623,1440.7003224159805,1896.0864918338095,2575.8880630783065,1163.4940720219388,2831.471135991538,2111.5387149398875,1501.3451252816842
2020-05-27,3248.0574355526765,1458.5109899286288,1894.9151710435128,2596.022658467813,1165.3405685376897,2867.6883345534297,2104.8702267590793,1503.0750831726425
2020-05-28,3153.4682926111013,1450.1949598462222,1971.48102698026,2626.336376268017,1187.934307642358,2890.968620345764,2062.2782778957276,1522.0850980176801
2020-05-29,3155.041895921387,1455.5586708071503,1991.4407468708173,2616.436905651942,1206.8927456786062,2929.004494202021,2026.2084520416483,1563.148367547652
2020-06-01,3130.3017960895154,1454.2530945757312,1941.1933681126568,2559.638485070288,1198.8083223850151,2952.507167330468,2083.4892684067077,1604.3251265161603
2020-06-02,3186.732375462256,1456.99662175157,1997.1129996895547,2556.3111882567005,1209.8577166483049,2972.4610342093,2124.0345426584586,1589.42362412308
2020-06-03,3189.3093018719374,1485.5286505664797,2008.4664991576367,2516.541842454648,1214.590089418753,2855.7302122023866,2148.1828395128464,1578.5157961924597
2020-06-04,3197.8645212733927,1487.3710508967415,2053.907761987373,2481.8584904759296,1219.884193200783,2802.6544846705183,2096.6876310156126,1566.1994869370665
2020-06-05,3167.828149435149,1487.0195402846152,2089.672268587068,2480.436419240134,1213.879666279275,2782.8423593361094,2056.112783460515,1534.574880476593
2020-06-08,3154.695809032044,1483.634429891757,2118.696149214741,2414.5295198329927,1214.252079887814,2753.121571386341,2051.546609134014,1506.350596083863
2020-06-09,3209.1857874447937,1498.31166941709,2110.687945482436,2451.7343672460897,1225.43010886947,2796.0474750735343,2022.8565079001241,1486.4641422568116
2020-06-10,3298.519900397066,1481.2518892094936,2103.7646646885564,2471.604347860267,1193.1832221955774,2711.0530597293923,2034.8328146631159,1513.8328304555862
2020-06-11,3333.583765666923,1478.4254608466777,2097.047704373669,2439.014382898532,1194.679023631399,2753.8348659173334,2065.5325793318143,1504.6307592338635
2020-06-12,3331.168536315526,1480.8365971977285,2107.9704516990982,2445.786948787772,1171.14636102372,2755.1506562118257,2013.7198224576453,1533.3021874143903
2020-06-15,3299.4031610806574,1469.967737609183,2131.173734260446,2524.7897196874505,1141.7123852664824,2765.4666310988123,2013.8147837403726,1566.8721982804864
2020-06-16,3308.8775565881665,1473.7656497545793,2103.2208706214847,2493.664378815968,1138.112863856135,2733.169020616241,2029.2221907362325,1550.0581398892268
2020-06-17,3304.3328822614835,1457.4817985539207,2121.154074213117,2451.171264110758,1107.9290277147911,2775.5220748043976,1995.2657766674338,1580.9408915277447
2020-06-18,3272.322010877489,1476.000373366007,2154.731897592902,2433.397012900545,1107.0083786323478,2842.9899801867227,2011.1803874332336,1565.702566491941
2020-06-19,3242.03362726529,1480.1519542557585,2158.8355800875897,2470.9116058606064,1111.6135089302147,2896.0199290011146,1992.8909420417792,1608.872152249169
2020-06-22,3339.382356418706,1527.546187196764,2187.302224535208,2439.2319770407016,1073.670216757077,2899.9564153558667,1971.221566509065,1591.8775050586291
2020-06-23,3404.7548077087654,1515.873354041032,2141.543154837152,2421.153493739668,1075.8789688298405,2872.8711561896907,1912.5906525396397,1572.1664656972896
2020-06-24,3461.3551849473824,1546.564615172529,2143.335492387643,2438.3312722300293,1074.3998385678776,2809.6250911217066,1906.0157577165837,1530.8869204277948
2020-06-25,3462.8093934327608,1526.5529837362878,2156.988218562032,2472.595716818454,1057.831252363742,2841.328118318406,1934.7910763822083,1563.6926782886262
2020-06-26,3473.567966014082,1502.9235737540612,2132.2862963349417,2454.394564758075,1074.0060948720943,2880.7332488585553,1888.6767212339778,1577.4430879701147
2020-06-29,3548.188128989392,1486.75666465311,2118.588700004664,2449.12444729709,1065.6484393458322,2833.0761347309885,1906.4692693131524,1569.7891924442883
2020-06-30,3539.7481506642384,1458.23669882742,2121.5300028692886,2444.766309921334,1042.900429043748,2827.6166033648533,1858.2535937287914,1548.439183910742
2020-07-01,3482.9440417487376,1472.0524607079656,2059.834595196791,2447.499522505069,1044.7577469624134,2863.9407389139074,1883.2829422610641,1559.6127133493658
2020-07-02,3437.4389803924155,1465.795537651408,2012.1571080861663,2411.408745446106,1030.013316103058,2876.0972909018437,1919.9710868585,1571.0359801378358
2020-07-03,3460.6434435441147,1465.0378838966603,1991.9276611987093,2361.670147973347,1043.1667926387638,2901.1651245000435,1926.1581512770458,1582.6955569529546
2020-07-06,3555.88412750652,1449.3875080325818,1971.984855742637,2385.3577374278075,1048.221480524616,2817.5431836054904,1907.2123260803346,1618.6506638060785
2020-07-07,3666.203863562382,1471.7723209642656,1989.5503332759165,2341.715889641264,1033.716524451149,2782.076319232614,1916.9099413459555,1600.2716088047205
2020-07-08,3726.1758443817534,1456.068988803063,2002.405010299174,2376.450638698969,1037.3951602153447,2850.8359701303852,1944.920485444889,1562.5688726001251
2020-07-09,3749.7971680291794,1465.1178150169765,1999.408216391124,2403.804734619787,1050.877940443685,2877.7736919559125,1972.6156941287068,1592.7371229357718
2020-07-10,3836.1407106382394,1447.615727271608,1998.22084158132,2441.100220060762,1044.119753173262,2856.5693013007517,1941.3767523322417,1585.110235401111
2020-07-13,3849.379384493,1436.3441567399834,1980.5008155992448,2452.446386120057,1045.8246731019492,2905.032354029031,1939.3092214354335,1524.640030971185
2020-07-14,3895.420619413445,1417.846100399423,1999.0996224811652,2445.9685998216823,1042.9557850634574,2910.7443880782953,1967.192671658383,1541.4022216388644
2020-07-15,4069.906966045924,1414.6375132997634,1962.6608266283188,2461.8981157591074,1051.539742212596,2901.2845177221316,2025.667085070357,1526.6205682588009
2020-07-16,4031.938135363144,1387.9857780910868,2001.435781716781,2400.029000010207,1056.7543713506518,2917.0082779818194,2070.290393393823,1532.5334568400835
2020-07-17,4001.37245782181,1384.740883105649,1999.8190680954767,2376.550852154898,1084.4935717261958,2930.165536316752,2098.9623613895615,1504.6122236206338
2020-07-20,3944.593034100166,1384.0153647765924,2029.7621662768995,2393.23837579501,1093.299825044244,2935.1210743745487,2014.585006498497,1499.3712092110677
2020-07-21,3976.2906015967455,1375.4340063654372,2024.909817661136,2353.386994691086,1082.7531102693338,2927.9142267268035,1968.663021664134,1513.9277290150137
2020-07-22,4022.1799953971354,1346.138253918892,2059.8891509841155,2327.569262652276,1059.5003217597584,2939.439072736988,1993.8827062857076,1533.5224761361806
2020-07-23,3998.682533961275,1356.534368986245,2058.9467633468794,2307.522565940953,1051.5850802021005,2866.8808998743384,1962.477583642821,1567.8387187488306
2020-07-24,4028.756282340376,1350.6214182345968,2064.631492455801,2352.200699190458,1028.6187689093604,2891.355943459589,2029.8381479157656,1603.5304787834839
2020-07-27,4057.3547915836257,1346.1407333081577,2092.9665608160267,2345.186614901482,1009.564327710106,2832.9964400559816,2059.1483079773475,1625.4396440401338
2020-07-28,4112.184533680753,1307.05321479819,2113.873579276929,2364.6429284846968,1021.2129379717508,2801.595748802467,2108.596393478078,1565.9897131309408
2020-07-29,4082.763391678,1303.4791241695,2068.3819228773395,2339.7259230126106,1020.1293520722334,2834.887310633482,2154.726296458991,1544.8956196768256
2020-07-30,4083.0188850451536,1329.3560449004697,2068.967001112341,2375.642034477276,1021.5222130481372,2813.6270688085087,2117.425694382072,1535.5708386953213
2020-07-31,4104.2500754122175,1346.6273554154138,2030.294193536013,2405.001581531006,1019.2766611644028,2887.517537282574,2113.456732644688,1569.5209230072685
2020-08-03,4075.352604285462,1352.073603111658,2014.777798932458,2411.373842379808,1039.0487324388118,2940.5005176834534,2099.477732126114,1536.541251014839
2020-08-04,4037.574726252135,1366.075229266891,1976.3536014130952,2394.07941098992,1027.6013921926867,2953.776371032176,2106.0906783842984,1497.343214234884
2020-08-05,4092.449073628292,1377.457796599828,1960.4105890873489,2424.984305517268,1015.6546537832656,2959.0319121579037,2081.9238682060345,1512.2988366025206
2020-08-06,4066.67839776409,1376.576859323531,1952.486968562635,2428.6323328573053,1003.93663675146,3052.072213259217,2064.2585528606037,1482.1644008039357
2020-08-07,4092.216234165701,1366.4526016239286,1928.6073592363211,2401.827728719543,1002.122756694974,3108.381544131077,2044.1508524443266,1493.13251211965
2020-08-10,3998.4715874290905,1365.681279489547,1910.088694968072,2384.287982537799,999.2632736612888,3029.639683474962,2087.006829816698,1518.1765446758777
2020-08-11,4026.216611549818,1365.5816248938156,1896.2707597863223,2334.3974812254824,1013.580652946965,3019.4539029977786,2013.951742137722,1516.4432789841546
2020-08-12,4034.042653972522,1358.0949260220923,1868.7861007141996,2326.158671634231,979.2209991960924,3004.003898731496,1988.938143395174,1512.0828614751963
2020-08-13,4003.60572298694,1346.1148637212368,1823.3552694523328,2290.3717786682505,1006.675520545278,2987.411846992776,1981.2120738839449,1534.978456764293
2020-08-14,4088.050361045939,1342.3496025358702,1815.0956948411904,2318.1106045938354,1006.7355356060148,3005.9963566601623,1990.301929241945,1513.1110618176654
2020-08-17,4102.898871660372,1307.9157001575295,1811.819992777702,2326.8169277103048,1019.3808421505394,3037.2207316633258,2031.3886315869668,1484.7370434157115
2020-08-18,4074.465065227844,1308.0948982698603,1819.4569347545364,2271.488915701941,1018.5961915670748,3009.322978773294,1992.4025672670502,1519.526947248058
2020-08-19,4053.0877861957824,1318.1095806906308,1796.3696969608293,2273.240348757769,1017.4381728945624,3024.3642706034134,1982.8855276824147,1505.1262143594186
2020-08-20,4013.824614463188,1305.3337132536417,1800.863781647826,2279.860446568397,1004.574476851902,3056.7404013026016,1983.6769482054594,1528.3676472303518
2020-08-21,3993.891165475352,1323.036955099202,1784.088440404445,2295.246481808231,1008.8068588417602,2991.9037730690466,1996.052156496305,1474.6983076072424
2020-08-24,3971.390931301631,1338.1893917027614,1823.1103097214648,2274.620367516349,959.5403207789822,3099.3566506157176,2064.105283874132,1464.0196266222968
2020-08-25,3921.66919825729,1333.9344405521947,1799.1191197759924,2253.0235226141126,982.1519017203512,3102.175533876203,2035.9911780199707,1445.7352165033647
2020-08-26,3911.169082496427,1326.9621111500717,1820.807898432764,2267.537143557865,992.4674735495996,3136.4239216082633,2020.088501885658,1438.8054256307637
2020-08-27,3907.142088177541,1333.968476432378,1835.094303794439,2306.605658581505,987.5077414255989,3140.970230178406,1971.5350787660464,1427.2316113039194
2020-08-28,3862.294845996201,1344.4103286715044,1832.2188784564548,2298.967130585383,967.599067960818,3139.6413123874454,1956.3316116754243,1418.7493227092648
2020-08-31,3942.359265029405,1321.3361968367835,1839.6076061238364,2283.85575453668,950.9377432933554,3068.875798205296,1969.2866657212792,1444.555843850171
2020-09-01,3910.887450999415,1318.173647384107,1795.8148112621852,2282.2055891109094,948.8523597010968,2999.9937784880026,1996.3342144405963,1444.307887361518
2020-09-02,3917.886573165668,1315.1657255508787,1764.505421681498,2256.8869046095547,954.9754527264612,3034.0001257212443,1976.615301556772,1475.821889162832
2020-09-03,4006.610585149089,1317.515656618796,1798.0061738687457,2273.188999697416,957.9057080803526,2946.584163147566,1967.8305770084744,1466.1931843941245
2020-09-04,4000.658176921396,1315.8921433557,1812.6451455000424,2306.5523317666607,956.539799619808,2961.2171826376525,1971.6433093781025,1471.623086909682
2020-09-07,3946.5076025200087,1340.2012688255063,1828.922668877089,2286.417928569576,961.77511823234,2940.410955500578,1983.3912689345532,1478.9951108448613
2020-09-08,3950.2119428552655,1344.9254209978296,1861.8716784877377,2299.635248078972,957.3251904259558,2974.2509299059093,2031.5624886090156,1484.2996440859295
2020-09-09,3989.145743532413,1333.112603317321,1897.8249347259,2396.642886209615,956.7891759249372,2908.534272679695,2029.8159484524533,1485.0263202806761
2020-09-10,3922.378131375052,1363.706327481343,1907.7081449605437,2462.335573599539,956.0628340954212,2888.6849596400466,2032.2837641421615,1500.1863844339964
2020-09-11,3898.287576304639,1375.1684940088692,1900.524763953392,2561.1171035827283,967.4217430600922,2840.0910689018137,2048.4086058744,1520.4683222339281
2020-09-14,3897.188072264679,1396.0460054029209,1893.270396112764,2579.523303617155,957.8659193803508,2814.0156816064855,2016.1032634861658,1535.9287696201868
2020-09-15,3905.3694865300367,1391.3662531757727,1900.9177345595656,2510.372777446918,966.8771519404568,2822.510035951295,2021.6686302435314,1542.8600158269207
2020-09-16,3865.5193391837415,1402.6513544237653,1919.391761737895,2483.551212600191,986.1524537316392,2833.573310494526,2031.4976996834253,1523.9515595990497
2020-09-17,3790.349921346476,1381.09575028889,1903.5362123636223,2497.421390778193,1012.1261873235647,2812.82546826456,2017.5237984949151,1532.882597761452
2020-09-18,3761.0991591515417,1403.4544207355482,1926.604849700708,2447.386555125093,1004.1205342520864,2815.9917749697292,2018.952266802501,1532.9531456457107
2020-09-21,3770.955771303724,1419.520384256729,1906.688912319967,2437.116430963093,1016.990058909022,2772.968823005893,2004.143858229629,1497.8735562864688
2020-09-22,3825.4855476251,1418.2310621046336,1944.144190635006,2489.6312312291616,1010.496709877289,2767.202555032526,2007.3934258393629,1519.2914025808006
2020-09-23,3723.610582420573,1394.708471881242,1898.853880755036,2498.694015404977,1015.3076069804268,2713.1466051058187,2036.7366622938482,1534.9504320126607
2020-09-24,3717.853181476615,1402.939549853994,1899.0729888642088,2535.521952540676,1001.6750060198756,2684.243684953889,2041.9309450112696,1531.8464980251183
2020-09-25,3804.860486977472,1389.2853985821228,1916.55067304284,2560.5905592664303,1007.6116191761064,2684.196931266924,2083.3820576740295,1497.2878023765968
2020-09-28,3953.607331259433,1368.196958346906,1946.123735862377,2592.257824319636,1010.4861776610044,2578.240480564016,2051.3817625488937,1486.3991230633837
2020-09-29,3836.179819448437,1360.5991364981348,1971.8416578851352,2609.6920226133025,1013.0062322182648,2646.6353599611743,2101.0486329138776,1533.3012405735733
2020-09-30,3864.719939834327,1350.6511249302102,1985.5362122829483,2570.6936561939847,1025.2095552098515,2656.514302478352,2143.868305218046,1538.8949684660856
2020-10-01,3840.6086457370648,1345.579641398943,2006.8002168803048,2566.148971175553,1034.5861596318916,2729.5639617161937,2134.3914059052718,1553.4533855140714
2020-10-02,3808.629507373401,1347.9043389367043,2009.3926992049653,2577.154191258842,1051.0292828147146,2801.6635147222837,2173.6897989683666,1572.6322600287683
2020-10-05,3851.105299034984,1373.8669891168345,2001.269896102372,2543.033672529861,1058.1026459450031,2866.393298385829,2228.3894708553357,1546.0867600383501
2020-10-06,3831.217895545573,1397.0280864725976,1966.5351788743487,2580.540002674004,1048.0852429276254,2928.196754704511,2135.0514292493394,1524.311825205733
2020-10-07,3924.1294075781702,1384.0196344920057,1970.529764414703,2616.0795126434323,1056.9791070648394,2972.815357294179,2147.619341194055,1504.490535174252
2020-10-08,3927.174157774114,1412.5089678841464,1981.912635727108,2550.265538093716,1055.116357469268,3007.5335314866993,2163.3097697950866,1477.2380426519571
2020-10-09,3958.112304348811,1397.068909467991,1982.2116021950765,2582.2308398581454,1069.118383438437,3040.392709163026,2222.1481244428446,1478.3128793944468
2020-10-12,3947.939513981085,1420.0825629468418,1956.2722033864732,2525.028048251035,1061.1100066466652,3024.807020234114,2175.691421615132,1463.990143713715
2020-10-13,4060.3402743041074,1450.1260351177652,1964.6763884024565,2528.1897107066525,1051.5176125341425,3037.62832455753,2200.2745082291003,1458.1378070655826
2020-10-14,3983.575028061908,1457.6146112958115,1946.156823955811,2527.0086485527254,1057.082799695459,3056.9039897515754,2121.1339445085973,1450.4755407851387
2020-10-15,3989.70212245231,1428.5903604866048,1966.2837917579795,2575.5441420384072,1061.9416671419688,2998.6316689231217,2126.995213185422,1453.6295462809774
2020-10-16,3945.313402927616,1423.2347224735852,1976.3539482107628,2619.000478408932,1064.131113936107,3015.896005395417,2033.8066709147975,1450.994845541634
2020-10-19,3879.148859159745,1422.9760937721794,2008.3639792504043,2682.892473709196,1065.173375402849,3005.3138505471247,2060.5092787674294,1439.4877904524976
2020-10-20,3846.6611657411063,1399.2261631431993,1991.7595571369643,2701.0349133330164,1079.533769037742,2948.3489125382953,2075.1626552626562,1419.08544678276
2020-10-21,3832.997126014983,1386.132944369739,1965.4961002655043,2717.53220382644,1051.7607224376582,2973.070479746314,2139.2433571906054,1450.1920045984386
2020-10-22,3810.802257650085,1358.2919123224974,1956.472891691652,2752.7696539592785,1053.622011682215,2985.713525903077,2128.3159356931374,1451.0336841537826
2020-10-23,3822.938475115718,1372.1700499378348,1932.8056947993437,2820.8318603127905,1069.634279819127,3020.1205964908854,2187.598496043038,1421.4285785394495
2020-10-26,3708.729941856896,1363.1486320208278,2000.3957926383468,2788.278167216722,1064.1893694062044,2983.5516577565527,2194.583415805318,1436.3541210071332
2020-10-27,3769.925454484151,1331.0287217934576,2009.1371379101568,2786.424014070952,1065.512403379213,2987.403011078246,2229.7412796985773,1382.7936563978424
2020-10-28,3875.759457032284,1380.7871016931315,1983.8639498587208,2823.387279618784,1071.227314641657,2935.368685331363,2182.9216303109815,1383.6368151598924
2020-10-29,3866.26672875082,1356.9585283408762,2015.3915059570045,2833.095484791666,1098.3742657258856,2931.061470316417,2163.70185258921,1385.7992824388532
2020-10-30,3908.267699972984,1323.1669849322143,1979.5076141569243,2853.14714082367,1085.709312883324,2964.0817680494074,2188.17813812194,1382.8517109679458
2020-11-02,3919.1317370123024,1331.7731755709744,1924.8417944107396,2861.989780912917,1076.1324082512783,3007.9322853085196,2200.0421007387936,1397.0132016192124
2020-11-03,3811.28441468943,1338.411810834231,1904.0867969836925,2959.5749478422017,1093.906654519359,3017.38572138638,2179.3341307304154,1408.1481531110792
2020-11-04,3764.5353692479207,1348.9552296241282,1876.3867700129576,2983.485423037894,1086.2758566188168,3034.5488423809625,2201.4835294186164,1412.2910609834523
2020-11-05,3694.2625078016663,1368.2649707386454,1862.325023395888,3006.9206476070995,1065.9026186495676,3112.39220238598,2208.8697269695126,1401.766336933519
2020-11-06,3677.644397860324,1368.762844798355,1870.726219453412,2975.2112117677075,1067.6061704434296,3153.255384705891,2210.26944122715,1428.073755605541
2020-11-09,3785.3635840083393,1398.4685284354755,1885.1376113716308,2943.4173617802408,1042.2396003265414,3147.542352775829,2123.482497186365,1400.1562299405111
2020-11-10,3740.493006546195,1381.099031565417,1853.2738363659885,2947.7830534764225,1038.279068631043,3074.8196482903886,2089.3084195890865,1402.6190705229492
2020-11-11,3714.152381889154,1362.0687010621386,1843.7656981666692,2915.1956648590467,1061.9363819557188,3043.700321307175,2068.959050192652,1371.5946236315065
2020-11-12,3728.223317959648,1362.858308213017,1852.3066059578955,2911.3183196127748,1076.1034201874409,3055.2026614602087,2078.140877806247,1378.6445267932675
2020-11-13,3706.8230396193167,1367.77495959862,1831.623314333803,2905.595757223347,1089.8996497388805,3018.3157211787457,2112.8514506822467,1382.0563827103645
2020-11-16,3744.7721102818496,1373.367289407781,1842.8955221127887,2885.561180254647,1085.8206328765002,3086.7325654478263,2123.3241480654374,1424.1062424657896
2020-11-17,3796.281048260384,1381.0881527975844,1862.483897721534,2902.8986812800854,1097.288610924604,3141.1992570411867,2167.637861159665,1398.8232275996577
2020-11-18,3830.8959915683577,1376.2682458175136,1867.876728842656,2853.551660905639,1086.4213309293457,3073.1873312171706,2266.2237588189264,1382.303977586626
2020-11-19,3750.442889464487,1378.543763567667,1892.314399608429,2784.8114369995965,1101.0711485879792,3055.4193765602995,2294.39764707629,1342.5373064452651
2020-11-20,3725.693849829467,1358.1695087150897,1884.570422058196,2739.174756021769,1129.5762242584972,3089.9458126472055,2266.3424302143285,1333.8386451569822
2020-11-23,3710.0781752547673,1347.4802574825842,1910.1013642817964,2726.7261771811586,1145.331628603568,3143.586127490088,2247.038728721198,1344.2662988139089
2020-11-24,3662.1253378727943,1346.1697931532622,1926.8436519063089,2729.0636081268444,1138.660285800274,3197.5256639104077,2234.27101960763,1348.399328421608
2020-11-25,3678.995075946091,1344.1549950111366,1953.479292754653,2768.418390686561,1126.260196418585,3251.1270882720178,2214.537677389312,1343.3969625651976
